lat,lon
2982.2647963687427,8051.193844906185
2978.0323117415155,8051.625250905875
2980.9383130956653,8062.562417772296
2985.3858543747606,8066.423794411098
2989.259188451138,8038.0423524206535
2980.67889820764,8063.554822541046
2985.784098553247,8049.179793335214
2985.2147389603556,8050.1278711427085
2983.044271178969,8056.081538732594
2980.012513443439,8046.04932158366
2992.277518828695,8043.655081877686
2992.240239145381,8043.672981546657
2985.3045813291474,8034.024184272612
2985.0270999726704,8048.953477718585
2983.985103634142,8036.807525460691
2988.3545723326065,8056.854414538474
2979.366029941947,8062.111246034473
2992.3360967203453,8051.027566676641
2977.603501558701,8055.250481183823
2977.6170227413795,8055.23368656139
2984.1869831272543,8049.9635528070285
2981.4911908151453,8050.8264794810475
2984.63968733528,8051.413582368403
2984.6123843457394,8051.4002175602345
2987.0957783726603,8062.957065337039
2976.8370475327188,8047.469191714435
2976.9400357853638,8047.5725031410675
2988.234132684585,8060.901011572534
2978.087782992889,8052.951775878822
2983.0214405004294,8065.95719372157
2985.8073775053836,8049.504916792568
2985.816124053006,8049.512579143585
2983.304697288829,8050.785092360591
2986.698618390779,8051.592099509639
2986.356074812949,8052.246391311691
2976.7840157237097,8047.5048763777395
2979.513115806565,8052.414347960984
2979.480944357262,8052.410438598221
2979.750231689387,8052.790887357406
2979.8450988924506,8052.639370881658
2984.915896845738,8049.8695091763875
2980.4172732265315,8050.7579874454295
2978.1920952163896,8047.505898024542
2976.697154895586,8047.482910971492
2988.969687107283,8041.21612948666
2977.116582607768,8044.325459404388
2988.899766851135,8041.187210627178
2988.9050001847545,8041.194935527998
2982.015650073576,8051.017892306922
2985.8296765105874,8049.507668983953
2980.4654782756493,8064.915072283435
2985.0590420726903,8050.481235836668
2985.8120895906345,8049.507272835194
2985.8613058615865,8049.455627546845
2985.742023384943,8049.440615593832
2981.8096839932546,8052.344615354247
2991.251889688937,8048.573591907637
2991.430750854098,8048.521665145168
2980.505875024206,8050.777440434541
2982.7617337133174,8062.239973531552
2982.7391949338644,8062.253192390178
2982.752351242685,8062.231789932169
2992.576861341746,8049.34483099364
2979.654415814293,8059.930947508856
2984.7743987636304,8050.137868686415
2978.772036151161,8048.7247226595955
2978.473955059162,8061.1956628502685
2984.814618287742,8050.206329447131
2978.51327803608,8060.96297757858
2978.5206172131084,8061.130079380547
2985.1126264049703,8050.062840196257
2985.2124454675345,8050.170842858206
2981.503158677686,8050.815971113939
2985.0254736777606,8048.9137168930365
2977.0843694585965,8048.324257963058
2978.4828058564585,8061.194078255229
2984.963403422041,8036.263602788182
